Society,Year,Node,Formalism,Node_Value,Bond_Strength
Argentina,1964,Flow,CAMS-v3.2,,15.1633
Argentina,1965,Helm,CAMS-v3.2,,15.1633
Argentina,1965,Shield,CAMS-v3.2,,15.1633
Argentina,1965,Lore,CAMS-v3.2,,15.1633
Argentina,1965,Stewards,CAMS-v3.2,,15.1633
Argentina,1965,Craft,CAMS-v3.2,,15.1633
Argentina,1965,Hands,CAMS-v3.2,,15.1633
Argentina,1965,Archive,CAMS-v3.2,,15.1633
Argentina,1965,Flow,CAMS-v3.2,,15.1633
Argentina,1966,Helm,CAMS-v3.2,,10.1639
Argentina,1966,Shield,CAMS-v3.2,,14.765
Argentina,1966,Lore,CAMS-v3.2,,10.6239
Argentina,1966,Stewards,CAMS-v3.2,,13.443
Argentina,1966,Craft,CAMS-v3.2,,13.443
Argentina,1966,Hands,CAMS-v3.2,,10.6239
Argentina,1966,Archive,CAMS-v3.2,,11.5832
Argentina,1966,Flow,CAMS-v3.2,,13.443
Argentina,1967,Helm,CAMS-v3.2,,13.9589
Argentina,1967,Shield,CAMS-v3.2,,16.7458
Argentina,1967,Lore,CAMS-v3.2,,15.2187
Argentina,1967,Stewards,CAMS-v3.2,,15.2187
Argentina,1967,Craft,CAMS-v3.2,,15.2187
Argentina,1967,Hands,CAMS-v3.2,,15.2187
Argentina,1967,Archive,CAMS-v3.2,,15.2187
Argentina,1967,Flow,CAMS-v3.2,,15.2187
Argentina,1968,Helm,CAMS-v3.2,,12.4574
Argentina,1968,Shield,CAMS-v3.2,,16.0243
Argentina,1968,Lore,CAMS-v3.2,,14.5845
Argentina,1968,Stewards,CAMS-v3.2,,14.5845
Argentina,1968,Craft,CAMS-v3.2,,14.5845
Argentina,1968,Hands,CAMS-v3.2,,11.9883
Argentina,1968,Archive,CAMS-v3.2,,14.5845
Argentina,1968,Flow,CAMS-v3.2,,14.3378
Argentina,1969,Helm,CAMS-v3.2,,9.0701
Argentina,1969,Shield,CAMS-v3.2,,11.6764
Argentina,1969,Lore,CAMS-v3.2,,9.474
Argentina,1969,Stewards,CAMS-v3.2,,10.0425
Argentina,1969,Craft,CAMS-v3.2,,11.4505
Argentina,1969,Hands,CAMS-v3.2,,9.0701
Argentina,1969,Archive,CAMS-v3.2,,9.474
Argentina,1969,Flow,CAMS-v3.2,,9.8818
Argentina,1970,Helm,CAMS-v3.2,,8.679
Argentina,1970,Shield,CAMS-v3.2,,10.6694
Argentina,1970,Lore,CAMS-v3.2,,8.9849
Argentina,1970,Stewards,CAMS-v3.2,,8.8309
Argentina,1970,Craft,CAMS-v3.2,,10.4141
Argentina,1970,Hands,CAMS-v3.2,,8.679
Argentina,1970,Archive,CAMS-v3.2,,9.0628
Argentina,1970,Flow,CAMS-v3.2,,8.8309
Argentina,1971,Helm,CAMS-v3.2,,8.0584
Argentina,1971,Shield,CAMS-v3.2,,10.2522
Argentina,1971,Lore,CAMS-v3.2,,8.6389
Argentina,1971,Stewards,CAMS-v3.2,,8.5648
Argentina,1971,Craft,CAMS-v3.2,,9.2211
Argentina,1971,Hands,CAMS-v3.2,,8.4182
Argentina,1971,Archive,CAMS-v3.2,,8.6389
Argentina,1971,Flow,CAMS-v3.2,,8.4912
Argentina,1972,Helm,CAMS-v3.2,,5.4111
Argentina,1972,Shield,CAMS-v3.2,,7.8892
Argentina,1972,Lore,CAMS-v3.2,,7.0305
Argentina,1972,Stewards,CAMS-v3.2,,5.806
Argentina,1972,Craft,CAMS-v3.2,,7.0305
Argentina,1972,Hands,CAMS-v3.2,,5.2477
Argentina,1972,Archive,CAMS-v3.2,,7.0305
Argentina,1972,Flow,CAMS-v3.2,,5.7554
Argentina,1973,Helm,CAMS-v3.2,,13.8548
Argentina,1973,Shield,CAMS-v3.2,,10.8998
Argentina,1973,Lore,CAMS-v3.2,,14.4595
Argentina,1973,Stewards,CAMS-v3.2,,14.4595
Argentina,1973,Craft,CAMS-v3.2,,14.4595
Argentina,1973,Hands,CAMS-v3.2,,14.4595
Argentina,1973,Archive,CAMS-v3.2,,14.4595
Argentina,1973,Flow,CAMS-v3.2,,14.4595
Argentina,1974,Helm,CAMS-v3.2,,8.486
Argentina,1974,Shield,CAMS-v3.2,,8.486
Argentina,1974,Lore,CAMS-v3.2,,8.634
Argentina,1974,Stewards,CAMS-v3.2,,8.8599
Argentina,1974,Craft,CAMS-v3.2,,9.7552
Argentina,1974,Hands,CAMS-v3.2,,9.3869
Argentina,1974,Archive,CAMS-v3.2,,8.8599
Argentina,1974,Flow,CAMS-v3.2,,8.8599
Argentina,1975,Helm,CAMS-v3.2,,3.6829
Argentina,1975,Shield,CAMS-v3.2,,4.1548
Argentina,1975,Lore,CAMS-v3.2,,4.1908
Argentina,1975,Stewards,CAMS-v3.2,,4.1908
Argentina,1975,Craft,CAMS-v3.2,,5.549
Argentina,1975,Hands,CAMS-v3.2,,4.1908
Argentina,1975,Archive,CAMS-v3.2,,4.1908
Argentina,1975,Flow,CAMS-v3.2,,4.1908
Argentina,1976,Helm,CAMS-v3.2,,6.1989
Argentina,1976,Shield,CAMS-v3.2,,8.7507
Argentina,1976,Lore,CAMS-v3.2,,5.2408
Argentina,1976,Stewards,CAMS-v3.2,,7.9283
Argentina,1976,Craft,CAMS-v3.2,,7.0207
Argentina,1976,Hands,CAMS-v3.2,,3.4575
Argentina,1976,Archive,CAMS-v3.2,,5.2408
Argentina,1976,Flow,CAMS-v3.2,,7.0207
Argentina,1977,Helm,CAMS-v3.2,,8.6577
Argentina,1977,Shield,CAMS-v3.2,,11.3757
Argentina,1977,Lore,CAMS-v3.2,,4.7757
Argentina,1977,Stewards,CAMS-v3.2,,9.0198
Argentina,1977,Craft,CAMS-v3.2,,7.6548
Argentina,1977,Hands,CAMS-v3.2,,3.7444
Argentina,1977,Archive,CAMS-v3.2,,5.6932
Argentina,1977,Flow,CAMS-v3.2,,7.6548
Argentina,1978,Helm,CAMS-v3.2,,11.2364
Argentina,1978,Shield,CAMS-v3.2,,13.3498
Argentina,1978,Lore,CAMS-v3.2,,6.8932
Argentina,1978,Stewards,CAMS-v3.2,,11.2364
Argentina,1978,Craft,CAMS-v3.2,,11.2364
Argentina,1978,Hands,CAMS-v3.2,,4.3933
Argentina,1978,Archive,CAMS-v3.2,,6.8932
Argentina,1978,Flow,CAMS-v3.2,,11.2364
Argentina,1979,Helm,CAMS-v3.2,,11.7545
Argentina,1979,Shield,CAMS-v3.2,,14.5868
Argentina,1979,Lore,CAMS-v3.2,,7.1889
Argentina,1979,Stewards,CAMS-v3.2,,12.1509
Argentina,1979,Craft,CAMS-v3.2,,11.7545
Argentina,1979,Hands,CAMS-v3.2,,4.707
Argentina,1979,Archive,CAMS-v3.2,,8.8979
Argentina,1979,Flow,CAMS-v3.2,,11.7545
Argentina,1980,Helm,CAMS-v3.2,,11.818
Argentina,1980,Shield,CAMS-v3.2,,14.63
Argentina,1980,Lore,CAMS-v3.2,,7.2252
Argentina,1980,Stewards,CAMS-v3.2,,12.3183
Argentina,1980,Craft,CAMS-v3.2,,11.818
Argentina,1980,Hands,CAMS-v3.2,,6.9024
Argentina,1980,Archive,CAMS-v3.2,,9.768
Argentina,1980,Flow,CAMS-v3.2,,9.3498
Argentina,1981,Helm,CAMS-v3.2,,7.5465
Argentina,1981,Shield,CAMS-v3.2,,10.3187
Argentina,1981,Lore,CAMS-v3.2,,5.8727
Argentina,1981,Stewards,CAMS-v3.2,,7.5465
Argentina,1981,Craft,CAMS-v3.2,,7.5465
Argentina,1981,Hands,CAMS-v3.2,,5.6159
Argentina,1981,Archive,CAMS-v3.2,,7.5465
Argentina,1981,Flow,CAMS-v3.2,,5.6159
Argentina,1982,Helm,CAMS-v3.2,,3.8822
Argentina,1982,Shield,CAMS-v3.2,,6.1331
Argentina,1982,Lore,CAMS-v3.2,,5.7132
Argentina,1982,Stewards,CAMS-v3.2,,4.308
Argentina,1982,Craft,CAMS-v3.2,,4.308
Argentina,1982,Hands,CAMS-v3.2,,4.308
Argentina,1982,Archive,CAMS-v3.2,,4.308
Argentina,1982,Flow,CAMS-v3.2,,2.8659
Argentina,1983,Helm,CAMS-v3.2,,12.1552
Argentina,1983,Shield,CAMS-v3.2,,9.6064
Argentina,1983,Lore,CAMS-v3.2,,12.6727
Argentina,1983,Stewards,CAMS-v3.2,,10.0378
Argentina,1983,Craft,CAMS-v3.2,,12.0452
Argentina,1983,Hands,CAMS-v3.2,,10.0378
Argentina,1983,Archive,CAMS-v3.2,,12.1552
Argentina,1983,Flow,CAMS-v3.2,,10.0378
Argentina,1984,Helm,CAMS-v3.2,,18.2544
Argentina,1984,Shield,CAMS-v3.2,,12.2998
Argentina,1984,Lore,CAMS-v3.2,,19.0222
Argentina,1984,Stewards,CAMS-v3.2,,12.8628
Argentina,1984,Craft,CAMS-v3.2,,15.6453
Argentina,1984,Hands,CAMS-v3.2,,15.6453
Argentina,1984,Archive,CAMS-v3.2,,18.2544
Argentina,1984,Flow,CAMS-v3.2,,15.6453
Argentina,1985,Helm,CAMS-v3.2,,17.4639
Argentina,1985,Shield,CAMS-v3.2,,11.7985
Argentina,1985,Lore,CAMS-v3.2,,18.1912
Argentina,1985,Stewards,CAMS-v3.2,,12.2267
Argentina,1985,Craft,CAMS-v3.2,,14.9865
Argentina,1985,Hands,CAMS-v3.2,,14.3459
Argentina,1985,Archive,CAMS-v3.2,,17.4639
Argentina,1985,Flow,CAMS-v3.2,,11.6935
Argentina,1986,Helm,CAMS-v3.2,,18.7511
Argentina,1986,Shield,CAMS-v3.2,,13.0763
Argentina,1986,Lore,CAMS-v3.2,,19.5443
Argentina,1986,Stewards,CAMS-v3.2,,15.4999
Argentina,1986,Craft,CAMS-v3.2,,16.0591
Argentina,1986,Hands,CAMS-v3.2,,16.0591
Argentina,1986,Archive,CAMS-v3.2,,18.7511
Argentina,1986,Flow,CAMS-v3.2,,16.0591
Argentina,1987,Helm,CAMS-v3.2,,12.4089
Argentina,1987,Shield,CAMS-v3.2,,9.7995
Argentina,1987,Lore,CAMS-v3.2,,12.9395
Argentina,1987,Stewards,CAMS-v3.2,,10.4218
Argentina,1987,Craft,CAMS-v3.2,,12.9395
Argentina,1987,Hands,CAMS-v3.2,,10.2408
Argentina,1987,Archive,CAMS-v3.2,,12.9395
Argentina,1987,Flow,CAMS-v3.2,,10.2408
Argentina,1988,Helm,CAMS-v3.2,,7.388
Argentina,1988,Shield,CAMS-v3.2,,7.388
Argentina,1988,Lore,CAMS-v3.2,,8.025
Argentina,1988,Stewards,CAMS-v3.2,,5.7538
Argentina,1988,Craft,CAMS-v3.2,,7.7056
Argentina,1988,Hands,CAMS-v3.2,,5.7538
Argentina,1988,Archive,CAMS-v3.2,,8.025
Argentina,1988,Flow,CAMS-v3.2,,5.7538
Argentina,1989,Helm,CAMS-v3.2,,2.2181
Argentina,1989,Shield,CAMS-v3.2,,3.9554
Argentina,1989,Lore,CAMS-v3.2,,3.4238
Argentina,1989,Stewards,CAMS-v3.2,,2.2181
Argentina,1989,Craft,CAMS-v3.2,,3.2865
Argentina,1989,Hands,CAMS-v3.2,,2.2181
Argentina,1989,Archive,CAMS-v3.2,,3.4238
Argentina,1989,Flow,CAMS-v3.2,,1.5287
Argentina,1990,Helm,CAMS-v3.2,,7.9526
Argentina,1990,Shield,CAMS-v3.2,,8.2991
Argentina,1990,Lore,CAMS-v3.2,,8.2991
Argentina,1990,Stewards,CAMS-v3.2,,8.2991
Argentina,1990,Craft,CAMS-v3.2,,8.2991
Argentina,1990,Hands,CAMS-v3.2,,6.1773
Argentina,1990,Archive,CAMS-v3.2,,8.2991
Argentina,1990,Flow,CAMS-v3.2,,7.9526
Argentina,1991,Helm,CAMS-v3.2,,14.2968
Argentina,1991,Shield,CAMS-v3.2,,11.784
Argentina,1991,Lore,CAMS-v3.2,,14.2968
Argentina,1991,Stewards,CAMS-v3.2,,14.2968
Argentina,1991,Craft,CAMS-v3.2,,14.2968
Argentina,1991,Hands,CAMS-v3.2,,11.784
Argentina,1991,Archive,CAMS-v3.2,,14.2968
Argentina,1991,Flow,CAMS-v3.2,,14.2968
Argentina,1992,Helm,CAMS-v3.2,,15.4405
Argentina,1992,Shield,CAMS-v3.2,,11.9227
Argentina,1992,Lore,CAMS-v3.2,,14.4701
Argentina,1992,Stewards,CAMS-v3.2,,14.4701
Argentina,1992,Craft,CAMS-v3.2,,14.4701
Argentina,1992,Hands,CAMS-v3.2,,11.9227
Argentina,1992,Archive,CAMS-v3.2,,14.4701
Argentina,1992,Flow,CAMS-v3.2,,14.4701
Argentina,1993,Helm,CAMS-v3.2,,18.4142
Argentina,1993,Shield,CAMS-v3.2,,16.6135
Argentina,1993,Lore,CAMS-v3.2,,16.6135
Argentina,1993,Stewards,CAMS-v3.2,,17.3485
Argentina,1993,Craft,CAMS-v3.2,,20.2437
Argentina,1993,Hands,CAMS-v3.2,,17.3485
Argentina,1993,Archive,CAMS-v3.2,,16.6135
Argentina,1993,Flow,CAMS-v3.2,,19.0955
Argentina,1994,Helm,CAMS-v3.2,,17.6213
Argentina,1994,Shield,CAMS-v3.2,,16.5095
Argentina,1994,Lore,CAMS-v3.2,,16.5095
Argentina,1994,Stewards,CAMS-v3.2,,17.2392
Argentina,1994,Craft,CAMS-v3.2,,20.1125
Argentina,1994,Hands,CAMS-v3.2,,17.2392
Argentina,1994,Archive,CAMS-v3.2,,16.5095
Argentina,1994,Flow,CAMS-v3.2,,18.9643
Argentina,1995,Helm,CAMS-v3.2,,19.7981
Argentina,1995,Shield,CAMS-v3.2,,16.9317
Argentina,1995,Lore,CAMS-v3.2,,16.9317
Argentina,1995,Stewards,CAMS-v3.2,,19.5062
Argentina,1995,Craft,CAMS-v3.2,,20.6451
Argentina,1995,Hands,CAMS-v3.2,,16.9317
Argentina,1995,Archive,CAMS-v3.2,,16.9317
Argentina,1995,Flow,CAMS-v3.2,,19.5062
Argentina,1996,Helm,CAMS-v3.2,,20.8132
Argentina,1996,Shield,CAMS-v3.2,,17.065
Argentina,1996,Lore,CAMS-v3.2,,17.065
Argentina,1996,Stewards,CAMS-v3.2,,19.6631
Argentina,1996,Craft,CAMS-v3.2,,20.8132
Argentina,1996,Hands,CAMS-v3.2,,17.065
Argentina,1996,Archive,CAMS-v3.2,,17.065
Argentina,1996,Flow,CAMS-v3.2,,19.6631
Argentina,1997,Helm,CAMS-v3.2,,21.0934
Argentina,1997,Shield,CAMS-v3.2,,17.2871
Argentina,1997,Lore,CAMS-v3.2,,18.0566
Argentina,1997,Stewards,CAMS-v3.2,,19.9247
Argentina,1997,Craft,CAMS-v3.2,,21.0934
Argentina,1997,Hands,CAMS-v3.2,,17.2871
Argentina,1997,Archive,CAMS-v3.2,,18.0566
Argentina,1997,Flow,CAMS-v3.2,,19.9247
Argentina,1998,Helm,CAMS-v3.2,,16.9882
Argentina,1998,Shield,CAMS-v3.2,,15.9031
Argentina,1998,Lore,CAMS-v3.2,,15.9031
Argentina,1998,Stewards,CAMS-v3.2,,15.9031
Argentina,1998,Craft,CAMS-v3.2,,19.3475
Argentina,1998,Hands,CAMS-v3.2,,15.9031
Argentina,1998,Archive,CAMS-v3.2,,15.9031
Argentina,1998,Flow,CAMS-v3.2,,15.9031
Argentina,1999,Helm,CAMS-v3.2,,11.2793
Argentina,1999,Shield,CAMS-v3.2,,13.2391
Argentina,1999,Lore,CAMS-v3.2,,13.2391
Argentina,1999,Stewards,CAMS-v3.2,,10.4687
Argentina,1999,Craft,CAMS-v3.2,,13.2391
Argentina,1999,Hands,CAMS-v3.2,,10.4687
Argentina,1999,Archive,CAMS-v3.2,,13.2391
Argentina,1999,Flow,CAMS-v3.2,,10.4687
Argentina,2000,Helm,CAMS-v3.2,,6.7457
Argentina,2000,Shield,CAMS-v3.2,,9.4042
Argentina,2000,Lore,CAMS-v3.2,,7.6413
Argentina,2000,Stewards,CAMS-v3.2,,6.1919
Argentina,2000,Craft,CAMS-v3.2,,7.8369
Argentina,2000,Hands,CAMS-v3.2,,5.8475
Argentina,2000,Archive,CAMS-v3.2,,7.8369
Argentina,2000,Flow,CAMS-v3.2,,5.8475
Argentina,2001,Helm,CAMS-v3.2,,2.2393
Argentina,2001,Shield,CAMS-v3.2,,4.3282
Argentina,2001,Lore,CAMS-v3.2,,3.375
Argentina,2001,Stewards,CAMS-v3.2,,2.2393
Argentina,2001,Craft,CAMS-v3.2,,3.3199
Argentina,2001,Hands,CAMS-v3.2,,2.2393
Argentina,2001,Archive,CAMS-v3.2,,3.3199
Argentina,2001,Flow,CAMS-v3.2,,1.5428
Argentina,2002,Helm,CAMS-v3.2,,3.9618
Argentina,2002,Shield,CAMS-v3.2,,5.2279
Argentina,2002,Lore,CAMS-v3.2,,4.0299
Argentina,2002,Stewards,CAMS-v3.2,,3.9618
Argentina,2002,Craft,CAMS-v3.2,,4.1338
Argentina,2002,Hands,CAMS-v3.2,,2.7696
Argentina,2002,Archive,CAMS-v3.2,,4.1338
Argentina,2002,Flow,CAMS-v3.2,,2.7696
Argentina,2003,Helm,CAMS-v3.2,,10.5842
Argentina,2003,Shield,CAMS-v3.2,,8.781
Argentina,2003,Lore,CAMS-v3.2,,8.781
Argentina,2003,Stewards,CAMS-v3.2,,8.781
Argentina,2003,Craft,CAMS-v3.2,,8.781
Argentina,2003,Hands,CAMS-v3.2,,6.8209
Argentina,2003,Archive,CAMS-v3.2,,8.781
Argentina,2003,Flow,CAMS-v3.2,,8.781
Argentina,2004,Helm,CAMS-v3.2,,14.2123
Argentina,2004,Shield,CAMS-v3.2,,11.2093
Argentina,2004,Lore,CAMS-v3.2,,14.2123
Argentina,2004,Stewards,CAMS-v3.2,,14.2123
Argentina,2004,Craft,CAMS-v3.2,,14.2123
Argentina,2004,Hands,CAMS-v3.2,,11.7164
Argentina,2004,Archive,CAMS-v3.2,,14.2123
Argentina,2004,Flow,CAMS-v3.2,,14.2123
Argentina,2005,Helm,CAMS-v3.2,,16.4976
Argentina,2005,Shield,CAMS-v3.2,,12.3386
Argentina,2005,Lore,CAMS-v3.2,,14.99
Argentina,2005,Stewards,CAMS-v3.2,,14.99
Argentina,2005,Craft,CAMS-v3.2,,14.99
Argentina,2005,Hands,CAMS-v3.2,,14.99
Argentina,2005,Archive,CAMS-v3.2,,14.99
Argentina,2005,Flow,CAMS-v3.2,,14.99
Argentina,2006,Helm,CAMS-v3.2,,16.4976
Argentina,2006,Shield,CAMS-v3.2,,12.3386
Argentina,2006,Lore,CAMS-v3.2,,14.99
Argentina,2006,Stewards,CAMS-v3.2,,14.99
Argentina,2006,Craft,CAMS-v3.2,,14.99
Argentina,2006,Hands,CAMS-v3.2,,14.99
Argentina,2006,Archive,CAMS-v3.2,,14.99
Argentina,2006,Flow,CAMS-v3.2,,14.99
Argentina,2007,Helm,CAMS-v3.2,,17.6624
Argentina,2007,Shield,CAMS-v3.2,,12.755
Argentina,2007,Lore,CAMS-v3.2,,15.5106
Argentina,2007,Stewards,CAMS-v3.2,,16.1891
Argentina,2007,Craft,CAMS-v3.2,,16.0516
Argentina,2007,Hands,CAMS-v3.2,,16.1891
Argentina,2007,Archive,CAMS-v3.2,,15.5106
Argentina,2007,Flow,CAMS-v3.2,,16.1891
Argentina,2008,Helm,CAMS-v3.2,,12.6969
Argentina,2008,Shield,CAMS-v3.2,,10.9404
Argentina,2008,Lore,CAMS-v3.2,,13.2423
Argentina,2008,Stewards,CAMS-v3.2,,10.4712
Argentina,2008,Craft,CAMS-v3.2,,13.2423
Argentina,2008,Hands,CAMS-v3.2,,11.4147
Argentina,2008,Archive,CAMS-v3.2,,13.2423
Argentina,2008,Flow,CAMS-v3.2,,10.4712
Argentina,2009,Helm,CAMS-v3.2,,12.6145
Argentina,2009,Shield,CAMS-v3.2,,10.8711
Argentina,2009,Lore,CAMS-v3.2,,13.1556
Argentina,2009,Stewards,CAMS-v3.2,,10.4052
Argentina,2009,Craft,CAMS-v3.2,,13.1556
Argentina,2009,Hands,CAMS-v3.2,,10.8711
Argentina,2009,Archive,CAMS-v3.2,,13.1556
Argentina,2009,Flow,CAMS-v3.2,,10.4052
Argentina,2010,Helm,CAMS-v3.2,,14.73
Argentina,2010,Shield,CAMS-v3.2,,12.1306
Argentina,2010,Lore,CAMS-v3.2,,14.73
Argentina,2010,Stewards,CAMS-v3.2,,14.73
Argentina,2010,Craft,CAMS-v3.2,,14.73
Argentina,2010,Hands,CAMS-v3.2,,14.73
Argentina,2010,Archive,CAMS-v3.2,,14.73
Argentina,2010,Flow,CAMS-v3.2,,14.73
Argentina,2011,Helm,CAMS-v3.2,,14.73
Argentina,2011,Shield,CAMS-v3.2,,12.1306
Argentina,2011,Lore,CAMS-v3.2,,14.73
Argentina,2011,Stewards,CAMS-v3.2,,14.73
Argentina,2011,Craft,CAMS-v3.2,,14.73
Argentina,2011,Hands,CAMS-v3.2,,14.73
Argentina,2011,Archive,CAMS-v3.2,,14.73
Argentina,2011,Flow,CAMS-v3.2,,14.73
Argentina,2012,Helm,CAMS-v3.2,,12.0207
Argentina,2012,Shield,CAMS-v3.2,,9.9302
