Society,Year,Formalism,System_Bond_Density,System_Bond_Density_0,Decay_Index,Lambda2_Connectivity,Phase,Regime_Label,ESCH_Activation
Argentina,1969,CAMS-v3.2,10.0174,19.9906,0.4989,71.4364,,legacy_deprecated,-1.4
Argentina,1970,CAMS-v3.2,9.2689,19.9906,0.5363,68.698,,legacy_deprecated,-2.225
Argentina,1971,CAMS-v3.2,8.7855,19.9906,0.5605,64.2089,,legacy_deprecated,-2.5
Argentina,1972,CAMS-v3.2,6.4001,19.9906,0.6798,41.2838,,legacy_deprecated,-3.4
Argentina,1973,CAMS-v3.2,13.9389,19.9906,0.3027,87.1865,,legacy_deprecated,-0.475
Argentina,1974,CAMS-v3.2,8.916,19.9906,0.554,67.3473,,legacy_deprecated,-1.575
Argentina,1975,CAMS-v3.2,4.2926,19.9906,0.7853,29.3332,,legacy_deprecated,-4.625
Argentina,1976,CAMS-v3.2,6.3573,19.9906,0.682,27.485,,legacy_deprecated,-3.225
Argentina,1977,CAMS-v3.2,7.322,19.9906,0.6337,29.4709,,legacy_deprecated,-2.875
Argentina,1978,CAMS-v3.2,9.5594,19.9906,0.5218,34.8068,,legacy_deprecated,-2.05
Argentina,1979,CAMS-v3.2,10.3494,19.9906,0.4823,37.3682,,legacy_deprecated,-1.25
Argentina,1980,CAMS-v3.2,10.4787,19.9906,0.4758,53.4247,,legacy_deprecated,-1.325
Argentina,1981,CAMS-v3.2,7.2012,19.9906,0.6398,43.3554,,legacy_deprecated,-2.6
Argentina,1982,CAMS-v3.2,4.4783,19.9906,0.776,22.7902,,legacy_deprecated,-4.425
Argentina,1983,CAMS-v3.2,11.0935,19.9906,0.4451,75.9866,,legacy_deprecated,-1.35
Argentina,1984,CAMS-v3.2,15.9537,19.9906,0.2019,96.6443,,legacy_deprecated,0.375
Argentina,1985,CAMS-v3.2,14.7713,19.9906,0.2611,90.8693,,legacy_deprecated,0.15
Argentina,1986,CAMS-v3.2,16.725,19.9906,0.1634,104.1883,,legacy_deprecated,0.475
Argentina,1987,CAMS-v3.2,11.4913,19.9906,0.4252,77.4302,,legacy_deprecated,-0.75
Argentina,1988,CAMS-v3.2,6.9741,19.9906,0.6511,44.746,,legacy_deprecated,-2.1
Argentina,1989,CAMS-v3.2,2.7841,19.9906,0.8607,12.0933,,legacy_deprecated,-4.975
Argentina,1990,CAMS-v3.2,7.9473,19.9906,0.6024,49.408,,legacy_deprecated,-1.5
Argentina,1991,CAMS-v3.2,13.6686,19.9906,0.3162,92.1927,,legacy_deprecated,0.5
Argentina,1992,CAMS-v3.2,13.9545,19.9906,0.3019,93.1631,,legacy_deprecated,0.5
Argentina,1993,CAMS-v3.2,17.7864,19.9906,0.1103,131.4578,,legacy_deprecated,1.0
Argentina,1994,CAMS-v3.2,17.5881,19.9906,0.1202,130.73,,legacy_deprecated,1.0
Argentina,1995,CAMS-v3.2,18.3978,19.9906,0.0797,133.685,,legacy_deprecated,0.875
Argentina,1996,CAMS-v3.2,18.6516,19.9906,0.067,134.6179,,legacy_deprecated,1.0
Argentina,1997,CAMS-v3.2,19.0905,19.9906,0.045,136.1728,,legacy_deprecated,1.275
Argentina,1998,CAMS-v3.2,16.4693,19.9906,0.1761,126.4848,,legacy_deprecated,0.55
Argentina,1999,CAMS-v3.2,11.9552,19.9906,0.402,82.0619,,legacy_deprecated,-0.5
Argentina,2000,CAMS-v3.2,7.169,19.9906,0.6414,45.4019,,legacy_deprecated,-2.325
Argentina,2001,CAMS-v3.2,2.8255,19.9906,0.8587,12.1968,,legacy_deprecated,-5.075
Argentina,2002,CAMS-v3.2,3.8735,19.9906,0.8062,21.1843,,legacy_deprecated,-3.825
Argentina,2003,CAMS-v3.2,8.7614,19.9906,0.5617,54.4801,,legacy_deprecated,-1.25
Argentina,2004,CAMS-v3.2,13.5249,19.9906,0.3234,88.7614,,legacy_deprecated,-0.125
Argentina,2005,CAMS-v3.2,14.847,19.9906,0.2573,98.6468,,legacy_deprecated,0.45
Argentina,2006,CAMS-v3.2,14.847,19.9906,0.2573,98.6468,,legacy_deprecated,0.525
Argentina,2007,CAMS-v3.2,15.7572,19.9906,0.2118,101.95,,legacy_deprecated,1.075
Argentina,2008,CAMS-v3.2,11.9652,19.9906,0.4015,82.0791,,legacy_deprecated,-0.325
Argentina,2009,CAMS-v3.2,11.8293,19.9906,0.4083,81.6176,,legacy_deprecated,-0.375
Argentina,2010,CAMS-v3.2,14.4051,19.9906,0.2794,97.0449,,legacy_deprecated,0.25
Argentina,2011,CAMS-v3.2,14.4051,19.9906,0.2794,97.0449,,legacy_deprecated,0.25
Argentina,2012,CAMS-v3.2,10.8881,19.9906,0.4553,78.2923,,legacy_deprecated,-0.625
Argentina,2013,CAMS-v3.2,9.2394,19.9906,0.5378,72.0638,,legacy_deprecated,-1.175
Argentina,2014,CAMS-v3.2,7.7047,19.9906,0.6146,47.0173,,legacy_deprecated,-1.9
Argentina,2015,CAMS-v3.2,11.3609,19.9906,0.4317,79.9922,,legacy_deprecated,-0.7
Argentina,2016,CAMS-v3.2,12.6577,19.9906,0.3668,87.8492,,legacy_deprecated,-0.25
Argentina,2017,CAMS-v3.2,14.2578,19.9906,0.2868,96.4769,,legacy_deprecated,0.0
Argentina,2018,CAMS-v3.2,6.877,19.9906,0.656,44.425,,legacy_deprecated,-1.975
Argentina,2019,CAMS-v3.2,6.8392,19.9906,0.6579,44.301,,legacy_deprecated,-2.5
Argentina,2020,CAMS-v3.2,6.8653,19.9906,0.6566,42.8161,,legacy_deprecated,-2.05
Argentina,2021,CAMS-v3.2,7.3726,19.9906,0.6312,45.9777,,legacy_deprecated,-1.85
Argentina,2022,CAMS-v3.2,5.393,19.9906,0.7302,37.4323,,legacy_deprecated,-3.75
Argentina,2023,CAMS-v3.2,4.0253,19.9906,0.7986,22.696,,legacy_deprecated,-4.325
Argentina,2024,CAMS-v3.2,5.7904,19.9906,0.7103,38.7803,,legacy_deprecated,-3.625
Argentina,2025,CAMS-v3.2,6.0718,19.9906,0.6963,40.2572,,legacy_deprecated,-3.225
Argentina,2026,CAMS-v3.2,6.2658,19.9906,0.6866,40.9527,,legacy_deprecated,-2.625
Australia,1875,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1876,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1877,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1878,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1879,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1880,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1881,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1882,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1883,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1884,CAMS-v3.2,17.8109,17.8109,0.0,112.7137,,legacy_deprecated,1.375
Australia,1885,CAMS-v3.2,18.3441,17.8109,-0.0299,114.4099,,legacy_deprecated,1.5
Australia,1886,CAMS-v3.2,18.3441,17.8109,-0.0299,114.4099,,legacy_deprecated,1.5
Australia,1887,CAMS-v3.2,18.8801,17.8109,-0.06,116.1273,,legacy_deprecated,1.875
Australia,1888,CAMS-v3.2,18.3441,17.8109,-0.0299,114.4099,,legacy_deprecated,1.5
Australia,1889,CAMS-v3.2,18.3441,17.8109,-0.0299,114.4099,,legacy_deprecated,1.5
Australia,1890,CAMS-v3.2,8.5754,17.8109,0.5185,48.886,,legacy_deprecated,-2.375
Australia,1891,CAMS-v3.2,8.2838,17.8109,0.5349,37.016,,legacy_deprecated,-2.25
Australia,1892,CAMS-v3.2,8.2944,17.8109,0.5343,37.037,,legacy_deprecated,-2.375
Australia,1893,CAMS-v3.2,7.8876,17.8109,0.5571,36.0771,,legacy_deprecated,-2.625
Australia,1894,CAMS-v3.2,15.417,17.8109,0.1344,104.8066,,legacy_deprecated,1.0
Australia,1895,CAMS-v3.2,15.417,17.8109,0.1344,104.8066,,legacy_deprecated,1.0
Australia,1896,CAMS-v3.2,15.417,17.8109,0.1344,104.8066,,legacy_deprecated,1.0
Australia,1897,CAMS-v3.2,17.071,17.8109,0.0415,110.5402,,legacy_deprecated,1.0
Australia,1898,CAMS-v3.2,17.071,17.8109,0.0415,110.5402,,legacy_deprecated,1.0
Australia,1899,CAMS-v3.2,16.0506,17.8109,0.0988,102.5276,,legacy_deprecated,1.0
Australia,1900,CAMS-v3.2,17.071,17.8109,0.0415,110.5402,,legacy_deprecated,1.125
Australia,1901,CAMS-v3.2,23.0608,17.8109,-0.2948,159.2062,,legacy_deprecated,1.875
Australia,1902,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1903,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1904,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1905,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1906,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1907,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1908,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1909,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1910,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1911,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1912,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1913,CAMS-v3.2,22.6582,17.8109,-0.2722,156.8579,,legacy_deprecated,2.125
Australia,1914,CAMS-v3.2,14.7839,17.8109,0.17,106.1003,,legacy_deprecated,0.0
Australia,1915,CAMS-v3.2,14.7839,17.8109,0.17,106.1003,,legacy_deprecated,0.0
Australia,1916,CAMS-v3.2,14.1206,17.8109,0.2072,96.6216,,legacy_deprecated,-0.5
Australia,1917,CAMS-v3.2,14.1206,17.8109,0.2072,96.6216,,legacy_deprecated,-0.5
Australia,1918,CAMS-v3.2,14.7839,17.8109,0.17,106.1003,,legacy_deprecated,0.0
Australia,1919,CAMS-v3.2,14.7925,17.8109,0.1695,98.0067,,legacy_deprecated,0.25
Australia,1920,CAMS-v3.2,14.9411,17.8109,0.1611,103.0975,,legacy_deprecated,0.25
Australia,1921,CAMS-v3.2,15.3225,17.8109,0.1397,104.5374,,legacy_deprecated,0.75
Australia,1922,CAMS-v3.2,15.3225,17.8109,0.1397,104.5374,,legacy_deprecated,0.75
Australia,1923,CAMS-v3.2,15.3225,17.8109,0.1397,104.5374,,legacy_deprecated,0.75
Australia,1924,CAMS-v3.2,15.3225,17.8109,0.1397,104.5374,,legacy_deprecated,0.75
Australia,1925,CAMS-v3.2,15.3225,17.8109,0.1397,104.5374,,legacy_deprecated,0.75
Australia,1926,CAMS-v3.2,15.3225,17.8109,0.1397,104.5374,,legacy_deprecated,0.75
Australia,1927,CAMS-v3.2,15.3225,17.8109,0.1397,104.5374,,legacy_deprecated,0.75
Australia,1928,CAMS-v3.2,14.5197,17.8109,0.1848,92.7082,,legacy_deprecated,0.5
Australia,1929,CAMS-v3.2,5.0825,17.8109,0.7146,32.7692,,legacy_deprecated,-4.975
Australia,1930,CAMS-v3.2,5.0946,17.8109,0.714,32.7247,,legacy_deprecated,-4.95
Australia,1931,CAMS-v3.2,4.4737,17.8109,0.7488,25.3177,,legacy_deprecated,-4.975
Australia,1932,CAMS-v3.2,5.1255,17.8109,0.7122,33.5655,,legacy_deprecated,-4.525
Australia,1933,CAMS-v3.2,5.3441,17.8109,0.7,35.7023,,legacy_deprecated,-3.8
Australia,1934,CAMS-v3.2,13.2939,17.8109,0.2536,88.2996,,legacy_deprecated,0.25
Australia,1935,CAMS-v3.2,13.2939,17.8109,0.2536,88.2996,,legacy_deprecated,0.25
Australia,1936,CAMS-v3.2,13.2939,17.8109,0.2536,88.2996,,legacy_deprecated,0.25
Australia,1937,CAMS-v3.2,13.2939,17.8109,0.2536,88.2996,,legacy_deprecated,0.25
Australia,1938,CAMS-v3.2,13.2939,17.8109,0.2536,88.2996,,legacy_deprecated,0.25
Australia,1939,CAMS-v3.2,16.5368,17.8109,0.0715,127.0363,,legacy_deprecated,0.25
Australia,1940,CAMS-v3.2,16.5368,17.8109,0.0715,127.0363,,legacy_deprecated,0.25
Australia,1941,CAMS-v3.2,16.5368,17.8109,0.0715,127.0363,,legacy_deprecated,0.25
Australia,1942,CAMS-v3.2,14.4021,17.8109,0.1914,88.0671,,legacy_deprecated,0.125
Australia,1943,CAMS-v3.2,15.1368,17.8109,0.1501,106.2488,,legacy_deprecated,0.25
Australia,1944,CAMS-v3.2,25.363,17.8109,-0.424,170.89,,legacy_deprecated,2.5
Australia,1945,CAMS-v3.2,24.6916,17.8109,-0.3863,168.5092,,legacy_deprecated,2.625
Australia,1946,CAMS-v3.2,22.7696,17.8109,-0.2784,161.1693,,legacy_deprecated,2.0
Australia,1947,CAMS-v3.2,22.497,17.8109,-0.2631,159.8906,,legacy_deprecated,1.875
Australia,1948,CAMS-v3.2,22.2526,17.8109,-0.2494,152.2337,,legacy_deprecated,1.75
Australia,1949,CAMS-v3.2,22.2182,17.8109,-0.2474,158.7796,,legacy_deprecated,1.75
Australia,1950,CAMS-v3.2,26.5494,17.8109,-0.4906,183.7845,,legacy_deprecated,3.2
Australia,1951,CAMS-v3.2,25.9464,17.8109,-0.4568,173.7257,,legacy_deprecated,2.95
Australia,1952,CAMS-v3.2,26.2683,17.8109,-0.4748,174.9535,,legacy_deprecated,3.075
Australia,1953,CAMS-v3.2,26.5494,17.8109,-0.4906,183.7845,,legacy_deprecated,3.2
Australia,1954,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1955,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1956,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1957,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1958,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1959,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1960,CAMS-v3.2,26.1777,17.8109,-0.4698,189.2563,,legacy_deprecated,2.95
Australia,1961,CAMS-v3.2,25.8707,17.8109,-0.4525,187.9299,,legacy_deprecated,2.575
Australia,1962,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1963,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1964,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1965,CAMS-v3.2,26.845,17.8109,-0.5072,192.9608,,legacy_deprecated,3.325
Australia,1966,CAMS-v3.2,17.6592,17.8109,0.0085,118.4902,,legacy_deprecated,0.625
Australia,1967,CAMS-v3.2,18.0489,17.8109,-0.0134,123.2645,,legacy_deprecated,0.875
Australia,1968,CAMS-v3.2,18.0489,17.8109,-0.0134,123.2645,,legacy_deprecated,0.875
Australia,1969,CAMS-v3.2,17.6532,17.8109,0.0089,119.2632,,legacy_deprecated,0.625
Australia,1970,CAMS-v3.2,17.6532,17.8109,0.0089,119.2632,,legacy_deprecated,0.625
Australia,1971,CAMS-v3.2,17.8535,17.8109,-0.0024,120.0358,,legacy_deprecated,0.75
Australia,1972,CAMS-v3.2,19.8215,17.8109,-0.1129,129.8391,,legacy_deprecated,1.0
Australia,1973,CAMS-v3.2,20.388,17.8109,-0.1447,131.8962,,legacy_deprecated,1.25
Australia,1974,CAMS-v3.2,17.2931,17.8109,0.0291,115.2863,,legacy_deprecated,0.0
Australia,1975,CAMS-v3.2,16.2472,17.8109,0.0878,101.2354,,legacy_deprecated,0.0
Australia,1976,CAMS-v3.2,16.1248,17.8109,0.0947,111.9488,,legacy_deprecated,0.625
Australia,1977,CAMS-v3.2,15.466,17.8109,0.1317,109.1434,,legacy_deprecated,0.375
Australia,1978,CAMS-v3.2,15.466,17.8109,0.1317,109.1434,,legacy_deprecated,0.375
Australia,1979,CAMS-v3.2,15.2765,17.8109,0.1423,108.3539,,legacy_deprecated,0.25
Australia,1980,CAMS-v3.2,15.466,17.8109,0.1317,109.1434,,legacy_deprecated,0.375
Australia,1981,CAMS-v3.2,15.466,17.8109,0.1317,109.1434,,legacy_deprecated,0.375
Australia,1982,CAMS-v3.2,15.1119,17.8109,0.1515,103.1364,,legacy_deprecated,-0.125
Australia,1983,CAMS-v3.2,28.7192,17.8109,-0.6124,191.674,,legacy_deprecated,3.325
Australia,1984,CAMS-v3.2,28.5948,17.8109,-0.6055,191.5474,,legacy_deprecated,3.075
Australia,1985,CAMS-v3.2,27.0212,17.8109,-0.5171,185.9652,,legacy_deprecated,2.825
Australia,1986,CAMS-v3.2,27.0212,17.8109,-0.5171,185.9652,,legacy_deprecated,2.825
Australia,1987,CAMS-v3.2,25.6428,17.8109,-0.4397,181.001,,legacy_deprecated,2.325
Australia,1988,CAMS-v3.2,27.7724,17.8109,-0.5593,188.5809,,legacy_deprecated,3.075
Australia,1989,CAMS-v3.2,26.3435,17.8109,-0.4791,176.8907,,legacy_deprecated,2.575
Australia,1990,CAMS-v3.2,12.7046,17.8109,0.2867,74.4722,,legacy_deprecated,-2.125
Australia,1991,CAMS-v3.2,12.7049,17.8109,0.2867,74.473,,legacy_deprecated,-2.125
Australia,1992,CAMS-v3.2,13.1137,17.8109,0.2637,79.4611,,legacy_deprecated,-1.375
Australia,1993,CAMS-v3.2,19.6154,17.8109,-0.1013,133.2165,,legacy_deprecated,1.0
Australia,1994,CAMS-v3.2,21.0154,17.8109,-0.1799,138.3197,,legacy_deprecated,1.5
Australia,1995,CAMS-v3.2,19.6154,17.8109,-0.1013,133.2165,,legacy_deprecated,1.0
Australia,1996,CAMS-v3.2,23.7893,17.8109,-0.3357,155.964,,legacy_deprecated,1.875
Australia,1997,CAMS-v3.2,23.2054,17.8109,-0.3029,153.8765,,legacy_deprecated,1.875
Australia,1998,CAMS-v3.2,22.6163,17.8109,-0.2698,151.6277,,legacy_deprecated,1.5
Australia,1999,CAMS-v3.2,22.9704,17.8109,-0.2897,146.4289,,legacy_deprecated,1.875
Australia,2000,CAMS-v3.2,26.2319,17.8109,-0.4728,164.3596,,legacy_deprecated,2.5
Australia,2001,CAMS-v3.2,22.6963,17.8109,-0.2743,145.3739,,legacy_deprecated,1.625
Australia,2002,CAMS-v3.2,20.3276,17.8109,-0.1413,135.7155,,legacy_deprecated,1.25
Australia,2003,CAMS-v3.2,19.8943,17.8109,-0.117,128.4234,,legacy_deprecated,0.875
Australia,2004,CAMS-v3.2,20.3276,17.8109,-0.1413,135.7155,,legacy_deprecated,1.25
Australia,2005,CAMS-v3.2,20.1089,17.8109,-0.129,133.1394,,legacy_deprecated,1.0
Australia,2006,CAMS-v3.2,19.8686,17.8109,-0.1155,132.3515,,legacy_deprecated,0.875
Australia,2007,CAMS-v3.2,22.7344,17.8109,-0.2764,143.916,,legacy_deprecated,1.625
Australia,2008,CAMS-v3.2,15.8738,17.8109,0.1088,109.1486,,legacy_deprecated,-0.2
Australia,2009,CAMS-v3.2,16.9844,17.8109,0.0464,118.0079,,legacy_deprecated,0.55
Australia,2010,CAMS-v3.2,15.7789,17.8109,0.1141,81.5273,,legacy_deprecated,0.3
Australia,2011,CAMS-v3.2,16.1309,17.8109,0.0943,98.3782,,legacy_deprecated,0.175
Australia,2012,CAMS-v3.2,16.7495,17.8109,0.0596,112.3944,,legacy_deprecated,0.425
Australia,2013,CAMS-v3.2,16.7495,17.8109,0.0596,112.3944,,legacy_deprecated,0.425
Australia,2014,CAMS-v3.2,14.9765,17.8109,0.1591,90.9235,,legacy_deprecated,-0.525
Australia,2015,CAMS-v3.2,14.7497,17.8109,0.1719,78.5541,,legacy_deprecated,-0.275
Australia,2016,CAMS-v3.2,15.1591,17.8109,0.1489,91.5589,,legacy_deprecated,-0.275
Australia,2017,CAMS-v3.2,15.108,17.8109,0.1518,95.5277,,legacy_deprecated,-0.275
Australia,2018,CAMS-v3.2,14.6532,17.8109,0.1773,75.4875,,legacy_deprecated,-0.375
Australia,2019,CAMS-v3.2,14.2175,17.8109,0.2018,102.2569,,legacy_deprecated,-1.125
Australia,2020,CAMS-v3.2,13.3963,17.8109,0.2479,92.1345,,legacy_deprecated,-1.95
Australia,2021,CAMS-v3.2,14.2697,17.8109,0.1988,99.4636,,legacy_deprecated,-0.95
Australia,2022,CAMS-v3.2,15.4525,17.8109,0.1324,108.7392,,legacy_deprecated,-0.5
Australia,2023,CAMS-v3.2,17.302,17.8109,0.0286,123.8549,,legacy_deprecated,0.125
Australia,2024,CAMS-v3.2,17.2742,17.8109,0.0301,123.765,,legacy_deprecated,0.25
Australia,2025,CAMS-v3.2,18.6989,17.8109,-0.0499,130.6989,,legacy_deprecated,0.875
Australia,2026,CAMS-v3.2,18.4419,17.8109,-0.0354,129.7764,,legacy_deprecated,0.625
Canada,1850,CAMS-v3.2,11.8388,11.8388,0.0,75.4431,,legacy_deprecated,-0.2
Canada,1860,CAMS-v3.2,11.3252,11.8388,0.0434,67.748,,legacy_deprecated,-0.075
Canada,1867,CAMS-v3.2,19.8261,11.8388,-0.6747,130.363,,legacy_deprecated,1.05
Canada,1870,CAMS-v3.2,13.4499,11.8388,-0.1361,80.9091,,legacy_deprecated,-0.325
Canada,1880,CAMS-v3.2,20.199,11.8388,-0.7062,131.7605,,legacy_deprecated,1.7
Canada,1885,CAMS-v3.2,15.5128,11.8388,-0.3103,86.6094,,legacy_deprecated,0.425
Canada,1900,CAMS-v3.2,27.4103,11.8388,-1.3153,184.2147,,legacy_deprecated,3.125
Canada,1910,CAMS-v3.2,26.3767,11.8388,-1.228,169.4857,,legacy_deprecated,3.225
Canada,1914,CAMS-v3.2,17.6405,11.8388,-0.4901,112.83,,legacy_deprecated,-0.125
Canada,1918,CAMS-v3.2,11.8425,11.8388,-0.0003,68.9858,,legacy_deprecated,-1.125
Canada,1921,CAMS-v3.2,17.3954,11.8388,-0.4694,119.4746,,legacy_deprecated,0.6
Canada,1929,CAMS-v3.2,19.42,11.8388,-0.6404,123.8505,,legacy_deprecated,1.25
Canada,1933,CAMS-v3.2,6.9531,11.8388,0.4127,40.2807,,legacy_deprecated,-3.825
Canada,1939,CAMS-v3.2,16.5631,11.8388,-0.3991,108.0458,,legacy_deprecated,-0.25
Canada,1945,CAMS-v3.2,28.5433,11.8388,-1.411,193.4459,,legacy_deprecated,2.75
Canada,1950,CAMS-v3.2,29.4664,11.8388,-1.489,191.9744,,legacy_deprecated,3.35
Canada,1960,CAMS-v3.2,28.0983,11.8388,-1.3734,170.7143,,legacy_deprecated,3.225
Canada,1967,CAMS-v3.2,38.1002,11.8388,-2.2183,260.0875,,legacy_deprecated,4.375
Canada,1970,CAMS-v3.2,21.4348,11.8388,-0.8106,137.3711,,legacy_deprecated,1.375
Canada,1975,CAMS-v3.2,17.1519,11.8388,-0.4488,106.6113,,legacy_deprecated,0.075
Canada,1980,CAMS-v3.2,15.6142,11.8388,-0.3189,104.204,,legacy_deprecated,-0.35
Canada,1982,CAMS-v3.2,20.4345,11.8388,-0.7261,120.8429,,legacy_deprecated,0.375
Canada,1988,CAMS-v3.2,26.1844,11.8388,-1.2117,146.3388,,legacy_deprecated,2.375
Canada,1993,CAMS-v3.2,19.949,11.8388,-0.6851,105.0778,,legacy_deprecated,0.35
Canada,1995,CAMS-v3.2,15.541,11.8388,-0.3127,83.3043,,legacy_deprecated,-0.575
Canada,2000,CAMS-v3.2,31.7446,11.8388,-1.6814,210.8118,,legacy_deprecated,3.5
Canada,2006,CAMS-v3.2,26.5244,11.8388,-1.2405,174.2548,,legacy_deprecated,2.5
Canada,2008,CAMS-v3.2,15.9456,11.8388,-0.3469,103.967,,legacy_deprecated,-0.65
Canada,2010,CAMS-v3.2,24.1877,11.8388,-1.0431,140.14,,legacy_deprecated,2.25
Canada,2015,CAMS-v3.2,30.1585,11.8388,-1.5474,203.1379,,legacy_deprecated,3.0
Canada,2019,CAMS-v3.2,17.9157,11.8388,-0.5133,116.1525,,legacy_deprecated,0.8
Canada,2022,CAMS-v3.2,13.8681,11.8388,-0.1714,81.5026,,legacy_deprecated,-1.15
Canada,2026,CAMS-v3.2,13.4835,11.8388,-0.1389,79.7867,,legacy_deprecated,-1.475
Chile,1875,CAMS-v3.2,20.3771,20.3771,0.0,108.491,,legacy_deprecated,1.95
Chile,1876,CAMS-v3.2,19.9582,20.3771,0.0206,104.844,,legacy_deprecated,2.05
Chile,1877,CAMS-v3.2,20.1216,20.3771,0.0125,108.6908,,legacy_deprecated,1.85
Chile,1878,CAMS-v3.2,19.5827,20.3771,0.039,109.5875,,legacy_deprecated,1.65
Chile,1879,CAMS-v3.2,18.8818,20.3771,0.0734,114.801,,legacy_deprecated,0.8
Chile,1880,CAMS-v3.2,19.3028,20.3771,0.0527,111.8633,,legacy_deprecated,1.2
